,location,name,span,verb
5697,19177,Harry,"Harry gave up trying to make them talk to each other and devoted himself to examining the Firebolt, which he had brought down to the common room with him.",gave
5698,19180,Dumbledore,"Professors Dumbledore, McGonagall, Snape, Sprout, and Flitwick were there, along with Filch, the caretaker, who had taken off his usual brown coat and was wearing a very old and rather moldy- looking tailcoat.",were
5699,19183,Dumbledore,"Dumbledore as Harry, Ron, and Hermione approached the table",approached
5700,19188,Dumbledore,"said Dumbledore enthusiastically, offering the end of a large silver noisemaker to Snape, who took it reluctantly and tugged.",said
5701,19193,Harry,As Harry was helping himself to roast potatoes,helping
5702,19197,Dumbledore,"said Dumbledore, standing up.",said
5703,19198,Trelawney,"""I have been crystal gazing, Headmaster,"" said Professor Trelawney in her mistiest, most faraway voice, ""and to my astonishment, I saw myself abandoning my solitary luncheon and coming to join you.",said
5704,19201,Dumbledore,"""Certainly, certainly,"" said Dumbledore, his eyes twinkling.",said
5705,19204,Trelawney,"Professor Trelawney, however, did not sit down",sit
5706,19211,Trelawney,"Professor Trelawney hesitated, then lowered herself into the empty chair, eyes shut and mouth clenched tight, as though expecting a thunderbolt to hit the table.",hesitated
5707,19212,McGonagall,Professor McGonagall poked a large spoon into the nearest tureen.,poked
5708,19214,Trelawney,Professor Trelawney ignored her.,ignored
5709,19215,Lupin,"where is dear Professor Lupin?""",is
5710,19216,Dumbledore,"""I'm afraid the poor fellow is ill again,"" said Dumbledore, indicating that everybody should start serving themselves.",said
5711,19219,McGonagall,"said Professor McGonagall, her eyebrows raised.",said
5712,19220,Trelawney,Professor Trelawney gave Professor McGonagall a very cold look.,gave
5713,19224,McGonagall,"""That explains a great deal,"" said Professor McGonagall tartly.",said
5714,19226,Lupin,that poor Professor Lupin will not be with us for very long,be
5715,19229,McGonagall,"""Imagine that,"" said Professor McGonagall dryly.",said
5716,19232,Snape,"""Yes, Headmaster,"" said Snape.",said
5717,19234,Harry,"said Harry, scrambling to his feet.",said
5718,19236,McGonagall,"""It will need to be checked for jinxes,"" said Professor McGonagall.",said
5719,19237,Hooch,Madam Hooch and Professor Flitwick will strip it down,strip
5720,19240,McGonagall,"""It shouldn't take more than a few weeks,"" said Professor McGonagall.",said
5721,19243,Harry,"said Harry, his voice shaking slightly.",said
5722,19245,McGonagall,"""You can't know that, Potter,"" said Professor McGonagall",said
5723,19247,McGonagall,"Professor McGonagall turned on her heel and carried the Firebolt out of the portrait hole, which closed behind her.",turned
5724,19248,Harry,Harry stood staring after her,stood
5725,19249,Ron,"Ron, however, rounded on Hermione.",rounded
5726,19251,Hermione,Hermione threw her book aside.,threw
5727,19253,McGonagall,"Professor McGonagall agrees with me -- that that broom was probably sent to Harry by Sirius Black!""",agrees
5728,19259,Ron,Ron was furious with Hermione too.,was
5729,19261,Hermione,"Hermione, who remained convinced that she had acted for the best, started avoiding the common room.",started
5730,19262,Harry,Harry and Ron supposed she had taken refuge in the library and didn't try to persuade her to come back.,supposed
5731,19271,Harry,"""I'm working on it,"" said Harry quickly.",said
5732,19272,Lupin,"""Professor Lupin said he'd train me to ward off the dementors.",said
5733,19278,Harry,"""No,"" said Harry.",said
5734,19281,Ron,"""He got a Firebolt for Christmas,"" said Ron.",said
5735,19286,Harry,"""Don't get excited, Oliver,"" said Harry gloomily.",said
5736,19294,McGonagall,"So McGonagall reckons he might have sent it.""",reckons
5737,19295,Wood,"Waving aside the information that a famous murderer was after his Seeker, Wood said, ""But Black couldn't have bought a Firebolt!",said
5738,19306,Hagrid,"Hagrid had provided a bonfire full of salamanders for their enjoyment, and they spent an unusually good lesson collecting dry wood and leaves to keep the fire blazing while the flame-loving lizards scampered up and down the crumbling, white-hot logs.",provided
5739,19307,Trelawney,"The first Divination lesson of the new term was much less fun; Professor Trelawney was now teaching them palmistry, and she lost no time in informing Harry that he had the shortest life line she had ever seen.",teaching
5740,19308,Harry,that Harry was keen to get to,was
5741,19314,Ron,"said Ron as they walked down the corridor, heading to dinner.",said
5742,19319,Ron,said Ron irritably.,said
5743,19320,Hermione,"""Nothing,"" said Hermione in a lofty voice, heaving her bag back over her shoulder.",said
5744,19321,Ron,"""Yes, you were,"" said Ron.",said
5745,19324,Hermione,"said Hermione, with a look of maddening superiority.",said
5746,19326,Hermione,"""Fine,"" said Hermione haughtily, and she marched off.",said
5747,19327,Ron,"""She doesn't know,"" said Ron, staring resentfully after Hermione.",said
5748,19329,Harry,"At eight o'clock on Thursday evening, Harry left Gryffindor Tower for the History of Magic classroom.",left
5749,19330,Lupin,"when Professor Lupin turned up, carrying a large packing case, which he heaved onto Professor Binn's desk",turned
5750,19332,Harry,said Harry.,said
5751,19333,Lupin,"""Another boggart,"" said Lupin, stripping off his cloak.",said
5752,19343,Harry,said Harry nervously.,said
5753,19344,Lupin,"""Well, when it works correctly, It conjures up a Patronus,"" said Lupin, ""which is a kind of anti- dementor -- a guardian that acts as a shield between you and the dementor.""",said
5754,19345,Harry,Harry had a sudden vision of himself crouching behind a Hagridsized figure holding a large club.,had
5755,19349,Patronus,"""What does a Patronus look like?""",look
5756,19350,Harry,said Harry curiously.,said
5757,19354,Harry,Harry cast his mind about for a happy memory.,cast
5758,19358,Lupin,"""The incantation is this --"" Lupin cleared his throat.",cleared
5759,19360,Harry,""" Harry repeated under his breath, """,repeated
5760,19362,Harry,"""Oh -- yeah --"" said Harry, quickly forcing his thoughts back to that first broom ride.",said
5761,19366,Harry,said Harry excitedly.,said
5762,19368,Lupin,","" said Lupin,",said
5763,19370,Harry,"""Yes,"" Harry said, gripping his wand very tightly, and moving into the middle of the deserted classroom.",said
5764,19372,Lupin,Lupin grasped the lid of the packing case and pulled.,grasped
5765,19378,Harry,Harry yelled.,yelled
5766,19381,Harry,"Harry was failing again through thick white fog, and his mother's voice was louder than ever, echoing inside his head -- ""Not Harry!",failing
5767,19387,Harry,Harry jerked back to life.,jerked
5768,19393,Lupin,said Lupin.,said
5769,19394,Harry,"""Yes..."" Harry pulled himself up on one of the desks and leaned against it.",pulled
5770,19395,Lupin,"""Here --"" Lupin handed him a Chocolate Frog.",handed
5771,19398,Harry,"""It's getting worse,"" Harry muttered, biting off the Frog's head.",muttered
5772,19400,Lupin,Lupin looked paler than usual.,looked
5773,19404,Harry,"Harry fiercely, stuffing the rest of the Chocolate Frog into his mouth",stuffing
5774,19409,Lupin,"""All right then... "" said Lupin.",said
5775,19411,Harry,Harry thought hard and decided his feelings when Gryffindor had won the House Championship last year had definitely qualified as very happy.,thought
5776,19414,Lupin,"said Lupin, gripping the box lid.",said
5777,19415,Harry,"""Ready,"" said Harry; trying hard to fill his head with happy thoughts about Gryffindor winning, and not dark thoughts about what was going to happen when the box opened.",said
5778,19417,Lupin,"said Lupin, pulling off the lid.",said
5779,19421,Harry,Harry yelled.,yelled
5780,19433,Lupin,Lupin was tapping Harry hard on the face.,tapping
5781,19434,Harry,before Harry understood why he was lying on a dusty classroom floor,understood
5782,19435,Harry,"""I heard my dad,"" Harry mumbled.",mumbled
5783,19437,Harry,Harry suddenly realized that there were tears on his face mingling with the sweat.,realized
5784,19438,Lupin,so that Lupin wouldn't see,see
5785,19440,Lupin,said Lupin in a strange voice.,said
5786,19441,Harry,"""Yeah..."" Face dry, Harry looked up.",looked
5787,19443,Lupin,"""I -- I did, as a matter of fact,"" said Lupin.",said
5788,19449,Harry,said Harry.,said
5789,19458,Harry,"Concentrating very hard on how he had felt when he'd realized he'd be leaving Privet Drive, Harry got to his feet and faced the packing case once more.",got
5790,19460,Lupin,"said Lupin, who looked as though he were doing this against his better judgment.",said
5791,19465,Harry,Harry bellowed.,bellowed
5792,19471,Patronus,Harry's cloudy Patronus vanished along with the dementor,vanished
5793,19472,Lupin,Professor Lupin forcing the boggart back into the packing case with his wand,forcing
5794,19479,Lupin,"""Not now,"" said Lupin firmly.",said
5795,19483,Pomfrey,Madam Pomfrey will be after my blood.,be
5796,19485,Harry,"""Okay,"" said Harry.",said
5797,19486,Lupin,Lupin extinguishing the lamps that had rekindled with the disappearance of the dementor,extinguishing
5798,19491,Lupin,Lupin turned very quickly.,turned
5799,19502,Harry,Harry had heard their voices since he was a very small child,heard
5800,19512,Harry,"that with Lupin's anti-dementor classes, which in themselves were more draining than six Quidditch practices, Harry had just one night a week to do all his homework",had
5801,19514,Hermione,"Every night, without fail, Hermione was to be seen in a corner of the common room",was
5802,19517,Harry,Harry looked up.,looked
5803,19518,Hermione,Hermione was barely visible behind a tottering pile of books.,was
5804,19521,Ron,Ron said.,said
5805,19523,Hermione,"Hermione can't 've been there, because she was with us in Care of Magical Creatures!",been
5806,19524,McMillan,"And Ernie McMillan told me she's never missed a Muggle Studies class, but half of them are at the same time as Divination, and she's never missed one of them either!""",told
5807,19525,Harry,Harry didn't have time to fathom the mystery of Hermione's impossible schedule at the moment,have
5808,19541,Harry,Harry still hadn't ordered a new broom.,ordered
5809,19543,McGonagall,"""No, Potter, you can't have it back yet,"" Professor McGonagall told him the twelfth time this happened, before he'd even opened his mouth.",told
5810,19544,Flitwick,Professor Flitwick believes the broom might be carrying a Hurling Hex.,believes
5811,19548,Patronus,his Patronus was too feeble to drive the dementor away.,was
5812,19550,Harry,"Harry felt angry with himself, guilty about his secret desire to hear his parents' voices again.",felt
5813,19551,Lupin,"""You're expecting too much of yourself,"" said Professor Lupin, sternly in their fourth week of practice.",said
5814,19552,Patronus,"""For a thirteen-year-old wizard, even an indistinct Patronus is a huge achievement.",is
5815,19554,Harry,"I thought a Patronus would -- charge the dementors down or something,"" said Harry dispiritedly.",said
5816,19559,Harry,"""You said it's harder if there are loads of them,"" said Harry.",said
5817,19560,Lupin,"""I have complete confidence in you,"" said Lupin, smiling.",said
5818,19565,Harry,"said Harry, without thinking.",said
5819,19567,Lupin,Lupin raised an eyebrow.,raised
5820,19569,Lupin,"I see,"" said Lupin, though he still looked slightly suspicious.",said
5821,19572,Harry,until Harry voiced something he'd been wondering for a while,voiced
5822,19574,Lupin,Professor Lupin lowered his bottle thoughtfully.,lowered
5823,19578,Lupin,"""They call it the Dementor's Kiss,"" said Lupin, with a slightly twisted smile.",said
5824,19581,Harry,Harry accidentally spat out a bit of butterbeer.,spat
5825,19583,Lupin,"""Oh no,"" said Lupin.",said
5826,19593,Lupin,"Lupin drank a little more butterbeer, then said, ""It's the fate that awaits Sirius Black.",drank
5827,19596,Harry,Harry sat stunned for a moment at the idea of someone having their soul sucked out through their mouth.,sat
5828,19600,Lupin,said Lupin lightly.,said
5829,19602,Harry,"""Yes,"" said Harry defiantly.",said
5830,19604,Lupin,Lupin wouldn't be very impressed by that,be
5831,19614,Harry,Harry said weakly.,said
5832,19616,McGonagall,"""Seriously,"" said Professor McGonagall, and she was actually smiling.",said
5833,19618,Potter,And Potter -- do try and win,try
5834,19620,Snape,as Professor Snape was kind enough to remind me only last night,was
5835,19621,Harry,"Speechless, Harry carried the Firebolt back upstairs toward Gryffindor Tower.",carried
5836,19622,Ron,"Ron dashing toward him, grinning from ear to ear",dashing
5837,19627,Harry,"""Yeah... anything,"" said Harry, his heart lighter than it had been in a month.",said
5838,19629,Ron,"""Yeah, all right,"" said Ron.",said
5839,19633,Neville,Neville was saying tearfully.,saying
5840,19636,Cadogan,roared Sir Cadogan.,roared
5841,19640,Ron,"""Oh, shut up,"" said Ron as he and Harry drew level with Neville.",said
5842,19642,Neville,Neville told them miserably.,told
5843,19651,Harry,"Harry and Ron had a clear view of Hermione, the only person who hadn't rushed over to them, bent over her work and carefully avoiding their eyes.",had
